Route,Airline,Manufacturer,Distance,DestState,DestLong,DestAirport,DestLat,OriginLong,OriginAirport,OriginState,OriginLat,Flights,DestCity,OriginCity
IAH-JAX,Expressjet Airlines Inc.,EMBRAER,817,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-81.6878585815,Jacksonville International,FL,30.4940547943,1984,Houston,Jacksonville
BOS-CHS,Comair Inc.,CANADAIR,818,SC,-80.0405044556,Charleston AFB/International,32.8986473083,-71.0051803589,Gen Edw L Logan Intl,MA,42.3643493652,111,Charleston,Boston
BOS-CHS,Comair Inc.,BOMBARDIER INC,818,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-80.0405044556,Charleston AFB/International,SC,32.8986473083,187,Boston,Charleston
DEN-ONT,United Air Lines Inc.,AIRBUS,819,CA,-117.601196289,Ontario International,34.0559997559,-104.666999817,Denver Intl,CO,39.8584098816,3041,Ontario,Denver
DEN-ONT,United Air Lines Inc.,BOEING,819,CO,-104.666999817,Denver Intl,39.8584098816,-117.601196289,Ontario International,CA,34.0559997559,12,Denver,Ontario
AGS-IAH,Continental Air Lines Inc.,BOEING,821,GA,-81.9644927979,Bush,33.3699531555,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,1,Augusta,Houston
EWR-JAX,Expressjet Airlines Inc.,EMBRAER,821,FL,-81.6878585815,Jacksonville International,30.4940547943,-74.1686630249,Newark Intl,NJ,40.6924972534,1715,Jacksonville,Newark
EWR-JAX,Continental Air Lines Inc.,BOEING,821,FL,-81.6878585815,Jacksonville International,30.4940547943,-74.1686630249,Newark Intl,NJ,40.6924972534,1349,Jacksonville,Newark
ATL-OMA,Comair Inc.,CANADAIR,821,NE,-95.8941726685,Eppley Airfield,41.3025169373,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,41,Omaha,Atlanta
ATL-OMA,Comair Inc.,BOMBARDIER INC,821,NE,-95.8941726685,Eppley Airfield,41.3025169373,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,80,Omaha,Atlanta
ATL-OMA,Skywest Airlines Inc.,BOMBARDIER INC,821,NE,-95.8941726685,Eppley Airfield,41.3025169373,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,216,Omaha,Atlanta
DFW-MSN,American Eagle Airlines Inc.,EMBRAER,821,WI,-89.3375167847,Dane County Regional,43.1398582458,-97.0372009277,Dallas-Fort Worth International,TX,32.8959503174,1289,Madison,Dallas-Fort Worth
ATL-OMA,Skywest Airlines Inc.,CANADAIR,821,NE,-95.8941726685,Eppley Airfield,41.3025169373,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,53,Omaha,Atlanta
ATL-OMA,Atlantic Southeast Airlines,CANADAIR,821,NE,-95.8941726685,Eppley Airfield,41.3025169373,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,267,Omaha,Atlanta
ATL-OMA,Atlantic Southeast Airlines,BOMBARDIER INC,821,NE,-95.8941726685,Eppley Airfield,41.3025169373,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,2796,Omaha,Atlanta
BNA-SAT,Southwest Airlines Co.,BEECH,822,TX,-98.4697799683,San Antonio International,29.5336952209,-86.6781845093,Nashville International,TN,36.1244773865,2,San Antonio,Nashville
BNA-SAT,Southwest Airlines Co.,BOEING,822,TN,-86.6781845093,Nashville International,36.1244773865,-98.4697799683,San Antonio International,TX,29.5336952209,1337,Nashville,San Antonio
HSV-LGA,Comair Inc.,CANADAIR,823,AL,-86.773109436,Huntsville International,34.6404457092,-73.8726119995,LaGuardia,NY,40.7772445679,61,Huntsville,New York
HSV-LGA,Comair Inc.,BOMBARDIER INC,823,NY,-73.8726119995,LaGuardia,40.7772445679,-86.773109436,Huntsville International,AL,34.6404457092,68,New York,Huntsville
MDW-MSY,Southwest Airlines Co.,BOEING,825,LA,-90.258026123,New Orleans International,29.9933891296,-87.7524261475,Chicago Midway,IL,41.7859840393,757,New Orleans,Chicago
MDW-MSY,Southwest Airlines Co.,CESSNA,825,IL,-87.7524261475,Chicago Midway,41.7859840393,-90.258026123,New Orleans International,LA,29.9933891296,1,Chicago,New Orleans
ABI-CMI,American Eagle Airlines Inc.,EMBRAER,825,TX,-99.6819000244,Abilene Regional,32.4113197327,-88.2780532837,University of Illinois-Willard,IL,40.0392494202,1,Abilene,Champaign/Urbana
CRW-LNK,Skywest Airlines Inc.,BOMBARDIER INC,826,WV,-81.5931930542,Yeager,38.3731498718,-96.7592468262,Lincoln Municipal,NE,40.8509712219,1,Charleston,Lincoln
MIA-RIC,American Eagle Airlines Inc.,EMBRAER,826,FL,-80.2905578613,Miami International,25.7932491302,-77.3196640015,Richmond International,VA,37.5051651001,298,Miami,Richmond
DEN-MSN,Mesa Airlines Inc.,BOMBARDIER INC,826,CO,-104.666999817,Denver Intl,39.8584098816,-89.3375167847,Dane County Regional,WI,43.1398582458,86,Denver,Madison
DEN-MSN,Skywest Airlines Inc.,BOMBARDIER INC,826,WI,-89.3375167847,Dane County Regional,43.1398582458,-104.666999817,Denver Intl,CO,39.8584098816,1821,Madison,Denver
DEN-MSN,Skywest Airlines Inc.,CANADAIR,826,WI,-89.3375167847,Dane County Regional,43.1398582458,-104.666999817,Denver Intl,CO,39.8584098816,39,Madison,Denver
IND-MCO,Northwest Airlines Inc.,MCDONNELL DOUGLAS,828,FL,-81.3160247803,Orlando International,28.4288883209,-86.2943878174,Indianapolis International,IN,39.7173309326,928,Orlando,Indianapolis
IND-MCO,Southwest Airlines Co.,CESSNA,828,FL,-81.3160247803,Orlando International,28.4288883209,-86.2943878174,Indianapolis International,IN,39.7173309326,6,Orlando,Indianapolis
IND-MCO,Southwest Airlines Co.,BOEING,828,IN,-86.2943878174,Indianapolis International,39.7173309326,-81.3160247803,Orlando International,FL,28.4288883209,1405,Indianapolis,Orlando
IND-MCO,AirTran Airways Corporation,BOEING,828,FL,-81.3160247803,Orlando International,28.4288883209,-86.2943878174,Indianapolis International,IN,39.7173309326,2115,Orlando,Indianapolis
DAY-TPA,AirTran Airways Corporation,BOEING,828,FL,-82.5332489014,Tampa International,27.9754714966,-84.2193756104,James M Cox Dayton Intl,OH,39.9023742676,408,Tampa,Dayton
IAH-LEX,Expressjet Airlines Inc.,EMBRAER,828,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-84.6053924561,Blue Grass,KY,38.0369720459,1263,Houston,Lexington
CMH-TPA,Southwest Airlines Co.,CESSNA,829,OH,-82.8918838501,Port Columbus Intl,39.9979858398,-82.5332489014,Tampa International,FL,27.9754714966,6,Columbus,Tampa
BOS-SDF,Comair Inc.,BOMBARDIER INC,829,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-85.736000061,Louisville International-Standiford,KY,38.1743888855,91,Boston,Louisville
BOS-SDF,Expressjet Airlines Inc.,EMBRAER,829,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-85.736000061,Louisville International-Standiford,KY,38.1743888855,1,Boston,Louisville
JAX-JFK,JetBlue Airways,EMBRAER,829,FL,-81.6878585815,Jacksonville International,30.4940547943,-73.7789230347,John F Kennedy Intl,NY,40.6397514343,648,Jacksonville,New York
CMH-TPA,Southwest Airlines Co.,BOEING,829,OH,-82.8918838501,Port Columbus Intl,39.9979858398,-82.5332489014,Tampa International,FL,27.9754714966,1889,Columbus,Tampa
BOS-SDF,Comair Inc.,CANADAIR,829,MA,-71.0051803589,Gen Edw L Logan Intl,42.3643493652,-85.736000061,Louisville International-Standiford,KY,38.1743888855,65,Boston,Louisville
JAX-JFK,JetBlue Airways,AIRBUS,829,NY,-73.7789230347,John F Kennedy Intl,40.6397514343,-81.6878585815,Jacksonville International,FL,30.4940547943,1385,New York,Jacksonville
DEN-RFD,Skywest Airlines Inc.,CANADAIR,829,IL,-89.0972137451,Greater Rockford,42.1953620911,-104.666999817,Denver Intl,CO,39.8584098816,16,Rockford,Denver
DEN-RFD,Skywest Airlines Inc.,BOMBARDIER INC,829,IL,-89.0972137451,Greater Rockford,42.1953620911,-104.666999817,Denver Intl,CO,39.8584098816,563,Rockford,Denver
CMH-TPA,Southwest Airlines Co.,BEECH,829,FL,-82.5332489014,Tampa International,27.9754714966,-82.8918838501,Port Columbus Intl,OH,39.9979858398,8,Tampa,Columbus
COS-FAT,Skywest Airlines Inc.,BOMBARDIER INC,832,CA,-119.718139648,Fresno Yosemite International,36.7761955261,-104.700248718,City of Colorado Springs Muni,CO,38.8058052063,1,Fresno,Colorado Springs
OKC-PHX,Mesa Airlines Inc.,BOMBARDIER INC,833,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-97.600730896,Will Rogers World,OK,35.3930892944,874,Phoenix,Oklahoma City
COS-LAX,Skywest Airlines Inc.,CANADAIR,833,CO,-104.700248718,City of Colorado Springs Muni,38.8058052063,-118.408073425,Los Angeles International,CA,33.9425354004,68,Colorado Springs,Los Angeles
COS-LAX,Skywest Airlines Inc.,BOMBARDIER INC,833,CO,-104.700248718,City of Colorado Springs Muni,38.8058052063,-118.408073425,Los Angeles International,CA,33.9425354004,1923,Colorado Springs,Los Angeles
OKC-PHX,Mesa Airlines Inc.,CANADAIR,833,OK,-97.600730896,Will Rogers World,35.3930892944,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,12,Oklahoma City,Phoenix
OKC-PHX,Southwest Airlines Co.,BOEING,833,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-97.600730896,Will Rogers World,OK,35.3930892944,2095,Phoenix,Oklahoma City
JAX-LGA,Comair Inc.,CANADAIR,834,FL,-81.6878585815,Jacksonville International,30.4940547943,-73.8726119995,LaGuardia,NY,40.7772445679,717,Jacksonville,New York
JAX-LGA,Comair Inc.,BOMBARDIER INC,834,FL,-81.6878585815,Jacksonville International,30.4940547943,-73.8726119995,LaGuardia,NY,40.7772445679,1697,Jacksonville,New York
JAX-LGA,Atlantic Southeast Airlines,CANADAIR,834,FL,-81.6878585815,Jacksonville International,30.4940547943,-73.8726119995,LaGuardia,NY,40.7772445679,2,Jacksonville,New York
MCO-PIT,AirTran Airways Corporation,BOEING,834,PA,-80.2328720093,Pittsburgh International,40.4914665222,-81.3160247803,Orlando International,FL,28.4288883209,1364,Pittsburgh,Orlando
LAX-PDX,Skywest Airlines Inc.,CANADAIR,834,OR,-122.597503662,Portland Intl,45.588722229,-118.408073425,Los Angeles International,CA,33.9425354004,24,Portland,Los Angeles
JAX-LGA,Atlantic Southeast Airlines,BOMBARDIER INC,834,FL,-81.6878585815,Jacksonville International,30.4940547943,-73.8726119995,LaGuardia,NY,40.7772445679,10,Jacksonville,New York
LAX-PDX,United Air Lines Inc.,BOEING,834,CA,-118.408073425,Los Angeles International,33.9425354004,-122.597503662,Portland Intl,OR,45.588722229,85,Los Angeles,Portland
LAX-PDX,United Air Lines Inc.,AIRBUS,834,CA,-118.408073425,Los Angeles International,33.9425354004,-122.597503662,Portland Intl,OR,45.588722229,55,Los Angeles,Portland
LAX-PDX,Skywest Airlines Inc.,BOMBARDIER INC,834,OR,-122.597503662,Portland Intl,45.588722229,-118.408073425,Los Angeles International,CA,33.9425354004,2722,Portland,Los Angeles
LAX-PDX,Expressjet Airlines Inc.,EMBRAER,834,OR,-122.597503662,Portland Intl,45.588722229,-118.408073425,Los Angeles International,CA,33.9425354004,1088,Portland,Los Angeles
LAX-PDX,Alaska Airlines Inc.,MCDONNELL DOUGLAS,834,CA,-118.408073425,Los Angeles International,33.9425354004,-122.597503662,Portland Intl,OR,45.588722229,109,Los Angeles,Portland
MCO-PIT,Southwest Airlines Co.,BOEING,834,PA,-80.2328720093,Pittsburgh International,40.4914665222,-81.3160247803,Orlando International,FL,28.4288883209,2182,Pittsburgh,Orlando
MCO-PIT,Southwest Airlines Co.,CESSNA,834,PA,-80.2328720093,Pittsburgh International,40.4914665222,-81.3160247803,Orlando International,FL,28.4288883209,2,Pittsburgh,Orlando
MCO-PIT,US Airways Inc.,AIRBUS,834,FL,-81.3160247803,Orlando International,28.4288883209,-80.2328720093,Pittsburgh International,PA,40.4914665222,570,Orlando,Pittsburgh
MCO-PIT,US Airways Inc.,BOEING,834,PA,-80.2328720093,Pittsburgh International,40.4914665222,-81.3160247803,Orlando International,FL,28.4288883209,536,Pittsburgh,Orlando
MCO-PIT,Southwest Airlines Co.,BEECH,834,FL,-81.3160247803,Orlando International,28.4288883209,-80.2328720093,Pittsburgh International,PA,40.4914665222,1,Orlando,Pittsburgh
AVL-IAH,Expressjet Airlines Inc.,EMBRAER,834,NC,-82.541809082,Asheville Regional,35.4361953735,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,905,Asheville,Houston
LAX-PDX,Alaska Airlines Inc.,BOEING,834,OR,-122.597503662,Portland Intl,45.588722229,-118.408073425,Los Angeles International,CA,33.9425354004,2837,Portland,Los Angeles
MCO-PIT,US Airways Inc.,EMBRAER,834,PA,-80.2328720093,Pittsburgh International,40.4914665222,-81.3160247803,Orlando International,FL,28.4288883209,154,Pittsburgh,Orlando
DEN-GEG,United Air Lines Inc.,BOEING,836,WA,-117.533843994,Spokane Intl,47.6198539734,-104.666999817,Denver Intl,CO,39.8584098816,1150,Spokane,Denver
DEN-GEG,United Air Lines Inc.,AIRBUS,836,CO,-104.666999817,Denver Intl,39.8584098816,-117.533843994,Spokane Intl,WA,47.6198539734,783,Denver,Spokane
HPN-PIA,Skywest Airlines Inc.,BOMBARDIER INC,836,IL,-89.6933059692,Greater Peoria Regional,40.6642417908,-73.707572937,Westchester Cty,NY,41.0669593811,1,Peoria,White Plains
HPN-PIA,Skywest Airlines Inc.,CANADAIR,836,NY,-73.707572937,Westchester Cty,41.0669593811,-89.6933059692,Greater Peoria Regional,IL,40.6642417908,1,White Plains,Peoria
DEN-GEG,Frontier Airlines Inc.,AIRBUS,836,WA,-117.533843994,Spokane Intl,47.6198539734,-104.666999817,Denver Intl,CO,39.8584098816,924,Spokane,Denver
DEN-GEG,Skywest Airlines Inc.,BOMBARDIER INC,836,WA,-117.533843994,Spokane Intl,47.6198539734,-104.666999817,Denver Intl,CO,39.8584098816,1,Spokane,Denver
MSY-ORD,American Airlines Inc.,BEECH,837,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-90.258026123,New Orleans International,LA,29.9933891296,12,Chicago,New Orleans
MSY-ORD,American Airlines Inc.,CESSNA,837,LA,-90.258026123,New Orleans International,29.9933891296,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,10,New Orleans,Chicago
MSY-ORD,American Airlines Inc.,PIPER,837,LA,-90.258026123,New Orleans International,29.9933891296,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,10,New Orleans,Chicago
MSY-ORD,United Air Lines Inc.,BOEING,837,LA,-90.258026123,New Orleans International,29.9933891296,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,856,New Orleans,Chicago
MSY-ORD,United Air Lines Inc.,AIRBUS,837,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-90.258026123,New Orleans International,LA,29.9933891296,351,Chicago,New Orleans
CLE-TUL,Expressjet Airlines Inc.,EMBRAER,837,OK,-95.8882446289,Tulsa International,36.1983718872,-81.849395752,Cleveland-Hopkins Intl,OH,41.4108924866,10,Tulsa,Cleveland
MSY-ORD,American Airlines Inc.,MCDONNELL DOUGLAS,837,LA,-90.258026123,New Orleans International,29.9933891296,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,1017,New Orleans,Chicago
IND-TPA,AirTran Airways Corporation,BOEING,838,IN,-86.2943878174,Indianapolis International,39.7173309326,-82.5332489014,Tampa International,FL,27.9754714966,1334,Indianapolis,Tampa
MDW-MHT,Southwest Airlines Co.,BEECH,838,IL,-87.7524261475,Chicago Midway,41.7859840393,-71.4370574951,Manchester,NH,42.9345169067,3,Chicago,Manchester
GSP-IAH,Expressjet Airlines Inc.,EMBRAER,838,SC,-82.2188568115,Greenville-Spartanburg,34.8956680298,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,1871,Greer,Houston
MDW-MHT,Southwest Airlines Co.,CESSNA,838,NH,-71.4370574951,Manchester,42.9345169067,-87.7524261475,Chicago Midway,IL,41.7859840393,5,Manchester,Chicago
ONT-PDX,Alaska Airlines Inc.,BOEING,838,CA,-117.601196289,Ontario International,34.0559997559,-122.597503662,Portland Intl,OR,45.588722229,120,Ontario,Portland
IND-TPA,Northwest Airlines Inc.,MCDONNELL DOUGLAS,838,IN,-86.2943878174,Indianapolis International,39.7173309326,-82.5332489014,Tampa International,FL,27.9754714966,508,Indianapolis,Tampa
IND-TPA,Southwest Airlines Co.,BOEING,838,FL,-82.5332489014,Tampa International,27.9754714966,-86.2943878174,Indianapolis International,IN,39.7173309326,1238,Tampa,Indianapolis
IND-TPA,Southwest Airlines Co.,CESSNA,838,IN,-86.2943878174,Indianapolis International,39.7173309326,-82.5332489014,Tampa International,FL,27.9754714966,1,Indianapolis,Tampa
MDW-MHT,Southwest Airlines Co.,BOEING,838,IL,-87.7524261475,Chicago Midway,41.7859840393,-71.4370574951,Manchester,NH,42.9345169067,3207,Chicago,Manchester
OMA-SLC,Skywest Airlines Inc.,CANADAIR,839,NE,-95.8941726685,Eppley Airfield,41.3025169373,-111.977775574,Salt Lake City Intl,UT,40.7883872986,160,Omaha,Salt Lake City
OMA-SLC,Expressjet Airlines Inc.,EMBRAER,839,NE,-95.8941726685,Eppley Airfield,41.3025169373,-111.977775574,Salt Lake City Intl,UT,40.7883872986,102,Omaha,Salt Lake City
OMA-SLC,Skywest Airlines Inc.,BOMBARDIER INC,839,UT,-111.977775574,Salt Lake City Intl,40.7883872986,-95.8941726685,Eppley Airfield,NE,41.3025169373,952,Salt Lake City,Omaha
MDW-PVD,Southwest Airlines Co.,BOEING,842,RI,-71.4282226562,Theodore F Green State,41.7239990234,-87.7524261475,Chicago Midway,IL,41.7859840393,2682,Providence,Chicago
MDW-PVD,Southwest Airlines Co.,CESSNA,842,RI,-71.4282226562,Theodore F Green State,41.7239990234,-87.7524261475,Chicago Midway,IL,41.7859840393,7,Providence,Chicago
BWI-TPA,Southwest Airlines Co.,BEECH,842,FL,-82.5332489014,Tampa International,27.9754714966,-76.6681976318,Baltimore-Washington International,MD,39.1753997803,2,Tampa,Baltimore
BWI-TPA,AirTran Airways Corporation,BOEING,842,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-82.5332489014,Tampa International,FL,27.9754714966,2178,Baltimore,Tampa
BWI-TPA,Southwest Airlines Co.,BOEING,842,FL,-82.5332489014,Tampa International,27.9754714966,-76.6681976318,Baltimore-Washington International,MD,39.1753997803,4529,Tampa,Baltimore
BWI-TPA,Southwest Airlines Co.,CESSNA,842,MD,-76.6681976318,Baltimore-Washington International,39.1753997803,-82.5332489014,Tampa International,FL,27.9754714966,6,Baltimore,Tampa
PHX-SAT,US Airways Inc.,BOEING,843,TX,-98.4697799683,San Antonio International,29.5336952209,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,901,San Antonio,Phoenix
PHX-SAT,US Airways Inc.,AIRBUS,843,TX,-98.4697799683,San Antonio International,29.5336952209,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,206,San Antonio,Phoenix
PHX-SAT,Southwest Airlines Co.,CESSNA,843,TX,-98.4697799683,San Antonio International,29.5336952209,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,2,San Antonio,Phoenix
PHX-SAT,Southwest Airlines Co.,BOEING,843,AZ,-112.008056641,Phoenix Sky Harbor International,33.4341659546,-98.4697799683,San Antonio International,TX,29.5336952209,2708,Phoenix,San Antonio
MHT-ORD,United Air Lines Inc.,AIRBUS,843,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-71.4370574951,Manchester,NH,42.9345169067,590,Chicago,Manchester
MHT-ORD,United Air Lines Inc.,BOEING,843,NH,-71.4370574951,Manchester,42.9345169067,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,1015,Manchester,Chicago
MHT-ORD,Mesa Airlines Inc.,BOMBARDIER INC,843,NH,-71.4370574951,Manchester,42.9345169067,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,602,Manchester,Chicago
PHX-SAT,Mesa Airlines Inc.,CANADAIR,843,TX,-98.4697799683,San Antonio International,29.5336952209,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,59,San Antonio,Phoenix
PHX-SAT,Mesa Airlines Inc.,BOMBARDIER INC,843,TX,-98.4697799683,San Antonio International,29.5336952209,-112.008056641,Phoenix Sky Harbor International,AZ,33.4341659546,1598,San Antonio,Phoenix
MHT-ORD,Mesa Airlines Inc.,CANADAIR,843,NH,-71.4370574951,Manchester,42.9345169067,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,14,Manchester,Chicago
FCA-SFO,Skywest Airlines Inc.,BOMBARDIER INC,844,MT,-114.255065918,Glacier Park Intl,48.3114051819,-122.374839783,San Francisco International,CA,37.6190032959,24,Kalispell,San Francisco
DEN-FAT,Skywest Airlines Inc.,CANADAIR,844,CO,-104.666999817,Denver Intl,39.8584098816,-119.718139648,Fresno Yosemite International,CA,36.7761955261,65,Denver,Fresno
CLE-DAB,Expressjet Airlines Inc.,EMBRAER,844,OH,-81.849395752,Cleveland-Hopkins Intl,41.4108924866,-81.058052063,Daytona Beach International,FL,29.1799163818,22,Cleveland,Daytona Beach
DEN-FAT,Skywest Airlines Inc.,BOMBARDIER INC,844,CA,-119.718139648,Fresno Yosemite International,36.7761955261,-104.666999817,Denver Intl,CO,39.8584098816,2466,Fresno,Denver
BFL-DEN,Skywest Airlines Inc.,BOMBARDIER INC,845,CA,-119.056770325,Meadows,35.4335975647,-104.666999817,Denver Intl,CO,39.8584098816,1036,Bakersfield,Denver
IAH-IND,Continental Air Lines Inc.,BOEING,845,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-86.2943878174,Indianapolis International,IN,39.7173309326,1290,Houston,Indianapolis
BFL-DEN,Skywest Airlines Inc.,CANADAIR,845,CA,-119.056770325,Meadows,35.4335975647,-104.666999817,Denver Intl,CO,39.8584098816,30,Bakersfield,Denver
IAH-IND,Expressjet Airlines Inc.,EMBRAER,845,IN,-86.2943878174,Indianapolis International,39.7173309326,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,1665,Indianapolis,Houston
DEN-SNA,Frontier Airlines Inc.,AIRBUS,846,CA,-117.868225098,John Wayne /Orange Co,33.6756591797,-104.666999817,Denver Intl,CO,39.8584098816,2844,Santa Ana,Denver
LGB-PDX,JetBlue Airways,EMBRAER,846,OR,-122.597503662,Portland Intl,45.588722229,-118.151611328,Long Beach (Daugherty ),CA,33.8177223206,257,Portland,Long Beach
DEN-SNA,United Air Lines Inc.,BOEING,846,CO,-104.666999817,Denver Intl,39.8584098816,-117.868225098,John Wayne /Orange Co,CA,33.6756591797,1711,Denver,Santa Ana
DEN-SNA,United Air Lines Inc.,AIRBUS,846,CO,-104.666999817,Denver Intl,39.8584098816,-117.868225098,John Wayne /Orange Co,CA,33.6756591797,1663,Denver,Santa Ana
LGB-PDX,JetBlue Airways,AIRBUS,846,OR,-122.597503662,Portland Intl,45.588722229,-118.151611328,Long Beach (Daugherty ),CA,33.8177223206,8,Portland,Long Beach
DEN-SNA,Southwest Airlines Co.,BOEING,846,CA,-117.868225098,John Wayne /Orange Co,33.6756591797,-104.666999817,Denver Intl,CO,39.8584098816,335,Santa Ana,Denver
ASE-SFO,Skywest Airlines Inc.,BOMBARDIER INC,848,CA,-122.374839783,San Francisco International,37.6190032959,-106.868843079,Aspen-Pitkin Co/Sardy,CO,39.22315979,121,San Francisco,Aspen
HOU-MCO,Southwest Airlines Co.,BOEING,848,TX,-95.2788925171,William P Hobby,29.6454181671,-81.3160247803,Orlando International,FL,28.4288883209,3397,Houston,Orlando
HOU-MCO,Southwest Airlines Co.,CESSNA,848,TX,-95.2788925171,William P Hobby,29.6454181671,-81.3160247803,Orlando International,FL,28.4288883209,5,Houston,Orlando
ORD-PVD,United Air Lines Inc.,AIRBUS,849,RI,-71.4282226562,Theodore F Green State,41.7239990234,-87.9044647217,Chicago O'Hare International,IL,41.9795951843,847,Providence,Chicago
ORD-PVD,Skywest Airlines Inc.,BOMBARDIER INC,849,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-71.4282226562,Theodore F Green State,RI,41.7239990234,28,Chicago,Providence
ORD-PVD,American Eagle Airlines Inc.,EMBRAER,849,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-71.4282226562,Theodore F Green State,RI,41.7239990234,1383,Chicago,Providence
ORD-PVD,United Air Lines Inc.,BOEING,849,IL,-87.9044647217,Chicago O'Hare International,41.9795951843,-71.4282226562,Theodore F Green State,RI,41.7239990234,1069,Chicago,Providence
BUR-DEN,Skywest Airlines Inc.,BOMBARDIER INC,850,CA,-118.35849762,Burbank-Glendale-Pasadena,34.2006187439,-104.666999817,Denver Intl,CO,39.8584098816,1661,Burbank,Denver
BUR-DEN,Skywest Airlines Inc.,CANADAIR,850,CO,-104.666999817,Denver Intl,39.8584098816,-118.35849762,Burbank-Glendale-Pasadena,CA,34.2006187439,50,Denver,Burbank
BUR-DEN,United Air Lines Inc.,AIRBUS,850,CA,-118.35849762,Burbank-Glendale-Pasadena,34.2006187439,-104.666999817,Denver Intl,CO,39.8584098816,14,Burbank,Denver
BHM-EWR,Expressjet Airlines Inc.,EMBRAER,850,NJ,-74.1686630249,Newark Intl,40.6924972534,-86.7535476685,Birmingham International,AL,33.5629425049,1301,Newark,Birmingham
BUR-DEN,United Air Lines Inc.,BOEING,850,CA,-118.35849762,Burbank-Glendale-Pasadena,34.2006187439,-104.666999817,Denver Intl,CO,39.8584098816,416,Burbank,Denver
IAH-SAV,Expressjet Airlines Inc.,EMBRAER,851,GA,-81.2021408081,Savannah International,32.12758255,-95.3397216797,George Bush Intercontinental,TX,29.9804725647,1853,Savannah,Houston
MCO-MDT,AirTran Airways Corporation,BOEING,851,PA,-76.7634048462,Harrisburg Intl,40.1934967041,-81.3160247803,Orlando International,FL,28.4288883209,84,Harrisburg,Orlando
FLL-MEM,Northwest Airlines Inc.,MCDONNELL DOUGLAS,851,TN,-89.9766693115,Memphis International,35.0424156189,-80.1527481079,Fort Lauderdale-Hollywood Int'l,FL,26.0725841522,4,Memphis,Ft. Lauderdale
FLL-MEM,Northwest Airlines Inc.,AIRBUS,851,FL,-80.1527481079,Fort Lauderdale-Hollywood Int'l,26.0725841522,-89.9766693115,Memphis International,TN,35.0424156189,891,Ft. Lauderdale,Memphis
FLL-MEM,Frontier Airlines Inc.,AIRBUS,851,TN,-89.9766693115,Memphis International,35.0424156189,-80.1527481079,Fort Lauderdale-Hollywood Int'l,FL,26.0725841522,12,Memphis,Ft. Lauderdale
DCA-SRQ,US Airways Inc.,AIRBUS,851,FL,-82.554107666,Sarasota Bradenton International,27.3953342438,-77.0377197266,Ronald Reagan Washington National,VA,38.8520851135,24,Sarasota,Arlington
FLL-MEM,AirTran Airways Corporation,BOEING,851,TN,-89.9766693115,Memphis International,35.0424156189,-80.1527481079,Fort Lauderdale-Hollywood Int'l,FL,26.0725841522,52,Memphis,Ft. Lauderdale
IAH-SAV,Continental Air Lines Inc.,BOEING,851,TX,-95.3397216797,George Bush Intercontinental,29.9804725647,-81.2021408081,Savannah International,GA,32.12758255,4,Houston,Savannah
ALB-ATL,Atlantic Southeast Airlines,CANADAIR,852,GA,-84.426940918,William B Hartsfield-Atlanta Intl,33.6404457092,-73.8029785156,Albany Cty,NY,42.7481193542,3,Atlanta,Albany
ALB-ATL,Comair Inc.,BOMBARDIER INC,852,NY,-73.8029785156,Albany Cty,42.7481193542,-84.426940918,William B Hartsfield-Atlanta Intl,GA,33.6404457092,31,Albany,Atlanta
